vehicle_id,timestamp,temperature,vibration,fuel_consumption,mileage,engine_hours,battery_health,fuel_type
vehicle_5,2025-08-02T06:27:41.695917,111.13,1.99,9.37,62678,59.4,70.15,essence
vehicle_5,2025-08-02T04:03:41.695917,105.17,1.93,9.36,62683,59.6,70.1,essence
vehicle_5,2025-08-02T01:39:41.695917,109.06,1.93,8.71,62688,59.8,70.05,essence
vehicle_6,2025-07-04T23:15:41.695917,65.71,1.05,4.98,62495,0.0,90.0,hybride
vehicle_6,2025-07-04T20:51:41.695917,67.42,1.02,4.86,62500,0.2,89.95,hybride
vehicle_6,2025-07-04T18:27:41.695917,74.49,1.02,4.99,62505,0.4,89.9,hybride
vehicle_6,2025-07-04T16:03:41.695917,66.23,0.9,4.77,62510,0.6,89.85,hybride
vehicle_6,2025-07-04T13:39:41.695917,74.64,0.89,4.69,62515,0.8,89.8,hybride
vehicle_6,2025-07-04T11:15:41.695917,73.51,0.87,4.21,62520,1.0,89.75,hybride
vehicle_6,2025-07-04T08:51:41.695917,66.36,1.05,4.8,62525,1.2,89.7,hybride
vehicle_6,2025-07-04T06:27:41.695917,67.39,0.96,4.37,62530,1.4,89.65,hybride
vehicle_6,2025-07-04T04:03:41.695917,73.31,1.16,4.37,62535,1.6,89.6,hybride
vehicle_6,2025-07-04T01:39:41.695917,73.38,0.8,4.65,62540,1.8,89.55,hybride
vehicle_6,2025-07-05T23:15:41.695917,69.21,0.85,4.38,62545,2.0,89.5,hybride
vehicle_6,2025-07-05T20:51:41.695917,67.39,0.97,4.58,62550,2.2,89.45,hybride
vehicle_6,2025-07-05T18:27:41.695917,74.55,1.0,5.03,62555,2.4,89.4,hybride
vehicle_6,2025-07-05T16:03:41.695917,67.24,1.11,4.37,62560,2.6,89.35,hybride
vehicle_6,2025-07-05T13:39:41.695917,68.75,0.96,4.9,62565,2.8,89.3,hybride
vehicle_6,2025-07-05T11:15:41.695917,68.91,1.02,4.43,62570,3.0,89.25,hybride
vehicle_6,2025-07-05T08:51:41.695917,72.56,0.95,4.98,62575,3.2,89.2,hybride
vehicle_6,2025-07-05T06:27:41.695917,68.44,0.89,4.87,62580,3.4,89.15,hybride
vehicle_6,2025-07-05T04:03:41.695917,69.97,0.95,4.62,62585,3.6,89.1,hybride
vehicle_6,2025-07-05T01:39:41.695917,75.39,1.12,4.95,62590,3.8,89.05,hybride
vehicle_6,2025-07-06T23:15:41.695917,73.27,0.89,4.25,62595,4.0,89.0,hybride
vehicle_6,2025-07-06T20:51:41.695917,75.18,0.89,4.35,62600,4.2,88.95,hybride
vehicle_6,2025-07-06T18:27:41.695917,69.9,1.19,4.99,62605,4.4,88.9,hybride
vehicle_6,2025-07-06T16:03:41.695917,67.09,0.95,4.6,62610,4.6,88.85,hybride
vehicle_6,2025-07-06T13:39:41.695917,75.17,1.03,4.41,62615,4.8,88.8,hybride
vehicle_6,2025-07-06T11:15:41.695917,71.39,1.21,4.4,62620,5.0,88.75,hybride
vehicle_6,2025-07-06T08:51:41.695917,68.61,0.98,4.39,62625,5.2,88.7,hybride
vehicle_6,2025-07-06T06:27:41.695917,68.11,0.89,4.3,62630,5.4,88.65,hybride
vehicle_6,2025-07-06T04:03:41.695917,69.76,0.88,4.52,62635,5.6,88.6,hybride
vehicle_6,2025-07-06T01:39:41.695917,69.65,0.83,4.56,62640,5.8,88.55,hybride
vehicle_6,2025-07-07T23:15:41.695917,68.85,1.03,4.38,62645,6.0,88.5,hybride
vehicle_6,2025-07-07T20:51:41.695917,72.53,1.11,4.62,62650,6.2,88.45,hybride
vehicle_6,2025-07-07T18:27:41.695917,72.47,0.86,4.93,62655,6.4,88.4,hybride
vehicle_6,2025-07-07T16:03:41.695917,70.03,1.09,4.55,62660,6.6,88.35,hybride
vehicle_6,2025-07-07T13:39:41.695917,69.28,1.14,4.2,62665,6.8,88.3,hybride
vehicle_6,2025-07-07T11:15:41.695917,75.68,1.17,4.4,62670,7.0,88.25,hybride
vehicle_6,2025-07-07T08:51:41.695917,72.68,1.12,4.55,62675,7.2,88.2,hybride
vehicle_6,2025-07-07T06:27:41.695917,68.37,1.13,4.21,62680,7.4,88.15,hybride
vehicle_6,2025-07-07T04:03:41.695917,74.36,0.88,4.15,62685,7.6,88.1,hybride
vehicle_6,2025-07-07T01:39:41.695917,67.59,0.94,4.19,62690,7.8,88.05,hybride
vehicle_6,2025-07-08T23:15:41.695917,75.08,1.21,5.0,62695,8.0,88.0,hybride
vehicle_6,2025-07-08T20:51:41.695917,73.09,0.87,4.86,62700,8.2,87.95,hybride
vehicle_6,2025-07-08T18:27:41.695917,70.72,1.19,4.95,62705,8.4,87.9,hybride
vehicle_6,2025-07-08T16:03:41.695917,76.75,1.02,5.1,62710,8.6,87.85,hybride
vehicle_6,2025-07-08T13:39:41.695917,69.68,1.21,4.36,62715,8.8,87.8,hybride
vehicle_6,2025-07-08T11:15:41.695917,76.06,1.15,4.33,62720,9.0,87.75,hybride
vehicle_6,2025-07-08T08:51:41.695917,77.64,1.1,4.25,62725,9.2,87.7,hybride
vehicle_6,2025-07-08T06:27:41.695917,72.6,0.96,4.29,62730,9.4,87.65,hybride
vehicle_6,2025-07-08T04:03:41.695917,75.45,0.94,4.4,62735,9.6,87.6,hybride
vehicle_6,2025-07-08T01:39:41.695917,77.34,1.14,4.45,62740,9.8,87.55,hybride
vehicle_6,2025-07-09T23:15:41.695917,75.26,1.13,4.99,62745,10.0,87.5,hybride
vehicle_6,2025-07-09T20:51:41.695917,75.67,0.93,5.0,62750,10.2,87.45,hybride
vehicle_6,2025-07-09T18:27:41.695917,71.07,1.12,4.52,62755,10.4,87.4,hybride
vehicle_6,2025-07-09T16:03:41.695917,71.52,1.04,5.16,62760,10.6,87.35,hybride
vehicle_6,2025-07-09T13:39:41.695917,74.3,1.01,4.59,62765,10.8,87.3,hybride
vehicle_6,2025-07-09T11:15:41.695917,69.75,0.88,5.05,62770,11.0,87.25,hybride
vehicle_6,2025-07-09T08:51:41.695917,70.28,1.0,4.92,62775,11.2,87.2,hybride
vehicle_6,2025-07-09T06:27:41.695917,71.96,1.14,4.71,62780,11.4,87.15,hybride
vehicle_6,2025-07-09T04:03:41.695917,76.99,1.12,4.91,62785,11.6,87.1,hybride
vehicle_6,2025-07-09T01:39:41.695917,69.76,1.07,4.84,62790,11.8,87.05,hybride
vehicle_6,2025-07-10T23:15:41.695917,73.46,1.09,4.48,62795,12.0,87.0,hybride
vehicle_6,2025-07-10T20:51:41.695917,70.7,1.02,4.74,62800,12.2,86.95,hybride
vehicle_6,2025-07-10T18:27:41.695917,74.59,0.92,5.11,62805,12.4,86.9,hybride
vehicle_6,2025-07-10T16:03:41.695917,73.55,0.92,5.22,62810,12.6,86.85,hybride
vehicle_6,2025-07-10T13:39:41.695917,78.24,1.17,4.74,62815,12.8,86.8,hybride
vehicle_6,2025-07-10T11:15:41.695917,69.94,1.15,5.18,62820,13.0,86.75,hybride
vehicle_6,2025-07-10T08:51:41.695917,70.16,0.91,5.06,62825,13.2,86.7,hybride
vehicle_6,2025-07-10T06:27:41.695917,73.34,1.16,4.77,62830,13.4,86.65,hybride
vehicle_6,2025-07-10T04:03:41.695917,69.47,1.12,4.31,62835,13.6,86.6,hybride
vehicle_6,2025-07-10T01:39:41.695917,76.6,1.26,4.97,62840,13.8,86.55,hybride
vehicle_6,2025-07-11T23:15:41.695917,74.43,1.03,5.14,62845,14.0,86.5,hybride
vehicle_6,2025-07-11T20:51:41.695917,76.53,1.05,4.49,62850,14.2,86.45,hybride
vehicle_6,2025-07-11T18:27:41.695917,72.43,1.17,4.45,62855,14.4,86.4,hybride
vehicle_6,2025-07-11T16:03:41.695917,70.81,1.25,4.64,62860,14.6,86.35,hybride
vehicle_6,2025-07-11T13:39:41.695917,74.09,0.97,5.0,62865,14.8,86.3,hybride
vehicle_6,2025-07-11T11:15:41.695917,77.15,1.18,5.08,62870,15.0,86.25,hybride
vehicle_6,2025-07-11T08:51:41.695917,70.42,1.03,5.31,62875,15.2,86.2,hybride
vehicle_6,2025-07-11T06:27:41.695917,70.5,1.16,5.11,62880,15.4,86.15,hybride
vehicle_6,2025-07-11T04:03:41.695917,77.49,1.22,5.1,62885,15.6,86.1,hybride
vehicle_6,2025-07-11T01:39:41.695917,76.86,1.03,4.62,62890,15.8,86.05,hybride
vehicle_6,2025-07-12T23:15:41.695917,73.39,1.09,5.23,62895,16.0,86.0,hybride
vehicle_6,2025-07-12T20:51:41.695917,76.47,0.9,4.8,62900,16.2,85.95,hybride
vehicle_6,2025-07-12T18:27:41.695917,72.99,0.9,4.73,62905,16.4,85.9,hybride
vehicle_6,2025-07-12T16:03:41.695917,71.13,0.97,5.08,62910,16.6,85.85,hybride
vehicle_6,2025-07-12T13:39:41.695917,76.13,1.13,4.55,62915,16.8,85.8,hybride
vehicle_6,2025-07-12T11:15:41.695917,77.08,0.94,4.42,62920,17.0,85.75,hybride
vehicle_6,2025-07-12T08:51:41.695917,73.31,1.27,4.36,62925,17.2,85.7,hybride
vehicle_6,2025-07-12T06:27:41.695917,71.23,1.21,4.59,62930,17.4,85.65,hybride
vehicle_6,2025-07-12T04:03:41.695917,73.97,1.04,4.67,62935,17.6,85.6,hybride
vehicle_6,2025-07-12T01:39:41.695917,74.49,1.16,4.42,62940,17.8,85.55,hybride
vehicle_6,2025-07-13T23:15:41.695917,80.23,1.08,4.68,62945,18.0,85.5,hybride
vehicle_6,2025-07-13T20:51:41.695917,74.58,1.26,4.44,62950,18.2,85.45,hybride
vehicle_6,2025-07-13T18:27:41.695917,77.5,1.27,5.06,62955,18.4,85.4,hybride
vehicle_6,2025-07-13T16:03:41.695917,76.35,1.12,5.02,62960,18.6,85.35,hybride
vehicle_6,2025-07-13T13:39:41.695917,77.62,1.23,4.47,62965,18.8,85.3,hybride
vehicle_6,2025-07-13T11:15:41.695917,73.1,0.92,4.48,62970,19.0,85.25,hybride
vehicle_6,2025-07-13T08:51:41.695917,79.77,1.07,4.62,62975,19.2,85.2,hybride
vehicle_6,2025-07-13T06:27:41.695917,74.84,1.05,4.76,62980,19.4,85.15,hybride
vehicle_6,2025-07-13T04:03:41.695917,80.0,1.17,5.11,62985,19.6,85.1,hybride
vehicle_6,2025-07-13T01:39:41.695917,72.48,1.13,4.46,62990,19.8,85.05,hybride
vehicle_6,2025-07-14T23:15:41.695917,81.12,0.9,5.36,62995,20.0,85.0,hybride
vehicle_6,2025-07-14T20:51:41.695917,79.83,0.91,4.78,63000,20.2,84.95,hybride
vehicle_6,2025-07-14T18:27:41.695917,76.12,1.29,4.72,63005,20.4,84.9,hybride
vehicle_6,2025-07-14T16:03:41.695917,77.4,1.26,4.64,63010,20.6,84.85,hybride
vehicle_6,2025-07-14T13:39:41.695917,78.4,0.98,4.89,63015,20.8,84.8,hybride
vehicle_6,2025-07-14T11:15:41.695917,76.6,1.25,4.61,63020,21.0,84.75,hybride
vehicle_6,2025-07-14T08:51:41.695917,79.78,1.1,4.73,63025,21.2,84.7,hybride
vehicle_6,2025-07-14T06:27:41.695917,80.62,1.01,4.47,63030,21.4,84.65,hybride
vehicle_6,2025-07-14T04:03:41.695917,79.63,1.3,4.79,63035,21.6,84.6,hybride
vehicle_6,2025-07-14T01:39:41.695917,78.84,1.27,4.89,63040,21.8,84.55,hybride
vehicle_6,2025-07-15T23:15:41.695917,76.63,1.01,4.77,63045,22.0,84.5,hybride
vehicle_6,2025-07-15T20:51:41.695917,80.31,0.97,5.13,63050,22.2,84.45,hybride
vehicle_6,2025-07-15T18:27:41.695917,75.4,1.21,5.21,63055,22.4,84.4,hybride
vehicle_6,2025-07-15T16:03:41.695917,76.52,1.29,5.05,63060,22.6,84.35,hybride
vehicle_6,2025-07-15T13:39:41.695917,82.11,1.0,4.62,63065,22.8,84.3,hybride
vehicle_6,2025-07-15T11:15:41.695917,78.22,1.3,4.53,63070,23.0,84.25,hybride
vehicle_6,2025-07-15T08:51:41.695917,77.55,1.12,5.44,63075,23.2,84.2,hybride
vehicle_6,2025-07-15T06:27:41.695917,73.44,1.09,5.41,63080,23.4,84.15,hybride
vehicle_6,2025-07-15T04:03:41.695917,78.7,1.06,5.32,63085,23.6,84.1,hybride
vehicle_6,2025-07-15T01:39:41.695917,72.91,1.18,4.79,63090,23.8,84.05,hybride
vehicle_6,2025-07-16T23:15:41.695917,81.68,1.25,4.78,63095,24.0,84.0,hybride
vehicle_6,2025-07-16T20:51:41.695917,79.04,1.29,5.32,63100,24.2,83.95,hybride
vehicle_6,2025-07-16T18:27:41.695917,74.06,1.19,4.59,63105,24.4,83.9,hybride
vehicle_6,2025-07-16T16:03:41.695917,78.25,1.22,5.47,63110,24.6,83.85,hybride
vehicle_6,2025-07-16T13:39:41.695917,77.6,1.12,5.34,63115,24.8,83.8,hybride
vehicle_6,2025-07-16T11:15:41.695917,78.49,1.06,5.23,63120,25.0,83.75,hybride
vehicle_6,2025-07-16T08:51:41.695917,78.38,1.12,4.99,63125,25.2,83.7,hybride
vehicle_6,2025-07-16T06:27:41.695917,74.51,1.13,4.66,63130,25.4,83.65,hybride
vehicle_6,2025-07-16T04:03:41.695917,78.63,1.14,4.57,63135,25.6,83.6,hybride
vehicle_6,2025-07-16T01:39:41.695917,82.88,1.29,4.71,63140,25.8,83.55,hybride
vehicle_6,2025-07-17T23:15:41.695917,82.82,1.29,5.16,63145,26.0,83.5,hybride
vehicle_6,2025-07-17T20:51:41.695917,82.69,1.08,5.25,63150,26.2,83.45,hybride
vehicle_6,2025-07-17T18:27:41.695917,78.97,1.17,5.21,63155,26.4,83.4,hybride
vehicle_6,2025-07-17T16:03:41.695917,74.31,1.08,5.4,63160,26.6,83.35,hybride
vehicle_6,2025-07-17T13:39:41.695917,82.17,1.12,4.64,63165,26.8,83.3,hybride
vehicle_6,2025-07-17T11:15:41.695917,81.25,1.26,4.66,63170,27.0,83.25,hybride
vehicle_6,2025-07-17T08:51:41.695917,81.12,1.33,5.48,63175,27.2,83.2,hybride
vehicle_6,2025-07-17T06:27:41.695917,74.53,1.08,5.42,63180,27.4,83.15,hybride
vehicle_6,2025-07-17T04:03:41.695917,81.83,1.03,4.92,63185,27.6,83.1,hybride
vehicle_6,2025-07-17T01:39:41.695917,78.51,1.27,4.64,63190,27.8,83.05,hybride
vehicle_6,2025-07-18T23:15:41.695917,81.47,1.0,5.14,63195,28.0,83.0,hybride
vehicle_6,2025-07-18T20:51:41.695917,81.87,1.18,5.36,63200,28.2,82.95,hybride
vehicle_6,2025-07-18T18:27:41.695917,82.4,1.14,4.83,63205,28.4,82.9,hybride
vehicle_6,2025-07-18T16:03:41.695917,78.21,1.17,4.76,63210,28.6,82.85,hybride
vehicle_6,2025-07-18T13:39:41.695917,76.6,1.24,4.97,63215,28.8,82.8,hybride
vehicle_6,2025-07-18T11:15:41.695917,80.97,1.09,4.95,63220,29.0,82.75,hybride
vehicle_6,2025-07-18T08:51:41.695917,83.85,1.06,5.5,63225,29.2,82.7,hybride
vehicle_6,2025-07-18T06:27:41.695917,77.77,1.32,4.99,63230,29.4,82.65,hybride
vehicle_6,2025-07-18T04:03:41.695917,81.42,1.33,5.42,63235,29.6,82.6,hybride
vehicle_6,2025-07-18T01:39:41.695917,77.8,1.16,5.1,63240,29.8,82.55,hybride
vehicle_6,2025-07-19T23:15:41.695917,77.49,1.22,4.84,63245,30.0,82.5,hybride
vehicle_6,2025-07-19T20:51:41.695917,80.33,1.15,4.68,63250,30.2,82.45,hybride
vehicle_6,2025-07-19T18:27:41.695917,84.87,0.99,5.67,63255,30.4,82.4,hybride
vehicle_6,2025-07-19T16:03:41.695917,84.79,1.17,4.75,63260,30.6,82.35,hybride
vehicle_6,2025-07-19T13:39:41.695917,85.48,1.05,4.73,63265,30.8,82.3,hybride
vehicle_6,2025-07-19T11:15:41.695917,82.94,0.96,4.75,63270,31.0,82.25,hybride
vehicle_6,2025-07-19T08:51:41.695917,75.92,1.08,4.91,63275,31.2,82.2,hybride
vehicle_6,2025-07-19T06:27:41.695917,81.66,1.04,5.3,63280,31.4,82.15,hybride
vehicle_6,2025-07-19T04:03:41.695917,78.93,1.05,5.21,63285,31.6,82.1,hybride
vehicle_6,2025-07-19T01:39:41.695917,85.47,1.23,5.28,63290,31.8,82.05,hybride
vehicle_6,2025-07-20T23:15:41.695917,77.04,1.14,4.88,63295,32.0,82.0,hybride
vehicle_6,2025-07-20T20:51:41.695917,79.55,1.1,4.99,63300,32.2,81.95,hybride
vehicle_6,2025-07-20T18:27:41.695917,84.71,1.26,5.12,63305,32.4,81.9,hybride
vehicle_6,2025-07-20T16:03:41.695917,80.23,1.18,4.85,63310,32.6,81.85,hybride
vehicle_6,2025-07-20T13:39:41.695917,79.63,0.98,5.56,63315,32.8,81.8,hybride
vehicle_6,2025-07-20T11:15:41.695917,82.7,1.09,5.7,63320,33.0,81.75,hybride
vehicle_6,2025-07-20T08:51:41.695917,84.72,0.98,5.06,63325,33.2,81.7,hybride
vehicle_6,2025-07-20T06:27:41.695917,81.66,1.13,4.87,63330,33.4,81.65,hybride
vehicle_6,2025-07-20T04:03:41.695917,84.36,1.13,5.31,63335,33.6,81.6,hybride
vehicle_6,2025-07-20T01:39:41.695917,76.9,1.17,4.84,63340,33.8,81.55,hybride
vehicle_6,2025-07-21T23:15:41.695917,82.95,1.36,5.1,63345,34.0,81.5,hybride
vehicle_6,2025-07-21T20:51:41.695917,83.24,1.17,5.17,63350,34.2,81.45,hybride
vehicle_6,2025-07-21T18:27:41.695917,77.97,1.01,4.79,63355,34.4,81.4,hybride
vehicle_6,2025-07-21T16:03:41.695917,84.96,1.09,4.78,63360,34.6,81.35,hybride
vehicle_6,2025-07-21T13:39:41.695917,81.57,1.35,4.89,63365,34.8,81.3,hybride
vehicle_6,2025-07-21T11:15:41.695917,77.21,1.1,4.92,63370,35.0,81.25,hybride
vehicle_6,2025-07-21T08:51:41.695917,79.39,1.02,5.38,63375,35.2,81.2,hybride
vehicle_6,2025-07-21T06:27:41.695917,77.74,1.24,5.18,63380,35.4,81.15,hybride
vehicle_6,2025-07-21T04:03:41.695917,80.92,1.07,5.19,63385,35.6,81.1,hybride
vehicle_6,2025-07-21T01:39:41.695917,82.04,1.36,5.1,63390,35.8,81.05,hybride
vehicle_6,2025-07-22T23:15:41.695917,79.85,1.24,5.76,63395,36.0,81.0,hybride
vehicle_6,2025-07-22T20:51:41.695917,87.05,1.21,5.58,63400,36.2,80.95,hybride
vehicle_6,2025-07-22T18:27:41.695917,85.16,1.08,5.47,63405,36.4,80.9,hybride
vehicle_6,2025-07-22T16:03:41.695917,85.48,1.24,5.15,63410,36.6,80.85,hybride
vehicle_6,2025-07-22T13:39:41.695917,84.59,1.17,5.55,63415,36.8,80.8,hybride
vehicle_6,2025-07-22T11:15:41.695917,86.14,1.05,5.45,63420,37.0,80.75,hybride
vehicle_6,2025-07-22T08:51:41.695917,87.15,1.11,5.62,63425,37.2,80.7,hybride
vehicle_6,2025-07-22T06:27:41.695917,81.85,1.16,5.28,63430,37.4,80.65,hybride
vehicle_6,2025-07-22T04:03:41.695917,85.01,1.36,5.31,63435,37.6,80.6,hybride
vehicle_6,2025-07-22T01:39:41.695917,86.85,0.99,5.32,63440,37.8,80.55,hybride
vehicle_6,2025-07-23T23:15:41.695917,86.29,1.28,5.39,63445,38.0,80.5,hybride
vehicle_6,2025-07-23T20:51:41.695917,85.52,1.32,5.74,63450,38.2,80.45,hybride
vehicle_6,2025-07-23T18:27:41.695917,84.42,1.2,5.09,63455,38.4,80.4,hybride
vehicle_6,2025-07-23T16:03:41.695917,80.73,1.09,4.87,63460,38.6,80.35,hybride
vehicle_6,2025-07-23T13:39:41.695917,83.3,1.26,5.67,63465,38.8,80.3,hybride
vehicle_6,2025-07-23T11:15:41.695917,87.58,1.01,5.7,63470,39.0,80.25,hybride
vehicle_6,2025-07-23T08:51:41.695917,79.89,1.07,5.64,63475,39.2,80.2,hybride
vehicle_6,2025-07-23T06:27:41.695917,82.69,1.14,5.03,63480,39.4,80.15,hybride
vehicle_6,2025-07-23T04:03:41.695917,85.76,1.33,5.1,63485,39.6,80.1,hybride
vehicle_6,2025-07-23T01:39:41.695917,81.33,1.05,5.83,63490,39.8,80.05,hybride
vehicle_6,2025-07-24T23:15:41.695917,85.01,1.31,5.75,63495,40.0,80.0,hybride
vehicle_6,2025-07-24T20:51:41.695917,86.06,1.38,5.16,63500,40.2,79.95,hybride
vehicle_6,2025-07-24T18:27:41.695917,88.66,1.24,5.77,63505,40.4,79.9,hybride
vehicle_6,2025-07-24T16:03:41.695917,79.93,1.4,5.27,63510,40.6,79.85,hybride
vehicle_6,2025-07-24T13:39:41.695917,79.56,1.09,5.58,63515,40.8,79.8,hybride
vehicle_6,2025-07-24T11:15:41.695917,87.43,1.06,5.08,63520,41.0,79.75,hybride
vehicle_6,2025-07-24T08:51:41.695917,85.47,1.07,5.42,63525,41.2,79.7,hybride
vehicle_6,2025-07-24T06:27:41.695917,82.85,1.11,5.82,63530,41.4,79.65,hybride
vehicle_6,2025-07-24T04:03:41.695917,86.93,1.07,5.51,63535,41.6,79.6,hybride
vehicle_6,2025-07-24T01:39:41.695917,81.05,1.32,5.25,63540,41.8,79.55,hybride
vehicle_6,2025-07-25T23:15:41.695917,80.63,1.35,5.3,63545,42.0,79.5,hybride
vehicle_6,2025-07-25T20:51:41.695917,81.23,1.34,5.02,63550,42.2,79.45,hybride
vehicle_6,2025-07-25T18:27:41.695917,83.97,1.36,5.89,63555,42.4,79.4,hybride
vehicle_6,2025-07-25T16:03:41.695917,82.51,1.2,5.75,63560,42.6,79.35,hybride
vehicle_6,2025-07-25T13:39:41.695917,82.5,1.06,5.25,63565,42.8,79.3,hybride
vehicle_6,2025-07-25T11:15:41.695917,87.91,1.01,5.33,63570,43.0,79.25,hybride
vehicle_6,2025-07-25T08:51:41.695917,85.14,1.39,5.73,63575,43.2,79.2,hybride
vehicle_6,2025-07-25T06:27:41.697421,84.82,1.34,5.37,63580,43.4,79.15,hybride
vehicle_6,2025-07-25T04:03:41.697421,89.1,1.02,5.45,63585,43.6,79.1,hybride
vehicle_6,2025-07-25T01:39:41.697421,81.53,1.35,5.53,63590,43.8,79.05,hybride
vehicle_6,2025-07-26T23:15:41.697421,86.77,1.07,5.52,63595,44.0,79.0,hybride
vehicle_6,2025-07-26T20:51:41.697421,81.19,1.15,5.74,63600,44.2,78.95,hybride
vehicle_6,2025-07-26T18:27:41.697421,90.2,1.37,5.26,63605,44.4,78.9,hybride
vehicle_6,2025-07-26T16:03:41.697421,82.13,1.36,5.1,63610,44.6,78.85,hybride
vehicle_6,2025-07-26T13:39:41.697421,87.53,1.35,5.93,63615,44.8,78.8,hybride
vehicle_6,2025-07-26T11:15:41.697421,88.92,1.26,5.02,63620,45.0,78.75,hybride
vehicle_6,2025-07-26T08:51:41.697421,84.01,1.38,5.65,63625,45.2,78.7,hybride
vehicle_6,2025-07-26T06:27:41.697421,86.61,1.05,5.14,63630,45.4,78.65,hybride
vehicle_6,2025-07-26T04:03:41.697421,84.5,1.05,5.81,63635,45.6,78.6,hybride
vehicle_6,2025-07-26T01:39:41.697421,84.72,1.22,5.73,63640,45.8,78.55,hybride
vehicle_6,2025-07-27T23:15:41.697421,82.2,1.2,5.67,63645,46.0,78.5,hybride
vehicle_6,2025-07-27T20:51:41.697421,88.16,1.33,5.9,63650,46.2,78.45,hybride
vehicle_6,2025-07-27T18:27:41.697421,82.65,1.24,5.46,63655,46.4,78.4,hybride
vehicle_6,2025-07-27T16:03:41.697421,87.39,1.04,5.96,63660,46.6,78.35,hybride
vehicle_6,2025-07-27T13:39:41.697421,90.34,1.1,5.32,63665,46.8,78.3,hybride
vehicle_6,2025-07-27T11:15:41.697421,83.6,1.33,5.79,63670,47.0,78.25,hybride
vehicle_6,2025-07-27T08:51:41.697421,84.25,1.19,5.18,63675,47.2,78.2,hybride
vehicle_6,2025-07-27T06:27:41.697421,82.75,1.22,5.2,63680,47.4,78.15,hybride
vehicle_6,2025-07-27T04:03:41.697421,83.53,1.39,5.4,63685,47.6,78.1,hybride
vehicle_6,2025-07-27T01:39:41.697421,89.47,1.2,5.24,63690,47.8,78.05,hybride
vehicle_6,2025-07-28T23:15:41.697421,84.3,1.3,5.76,63695,48.0,78.0,hybride
vehicle_6,2025-07-28T20:51:41.697421,83.74,1.17,5.84,63700,48.2,77.95,hybride
vehicle_6,2025-07-28T18:27:41.697421,86.0,1.35,5.73,63705,48.4,77.9,hybride
vehicle_6,2025-07-28T16:03:41.697421,89.62,1.28,5.22,63710,48.6,77.85,hybride
vehicle_6,2025-07-28T13:39:41.697421,89.53,1.18,5.11,63715,48.8,77.8,hybride
vehicle_6,2025-07-28T11:15:41.697421,85.92,1.07,5.97,63720,49.0,77.75,hybride
vehicle_6,2025-07-28T08:51:41.697421,88.17,1.29,6.03,63725,49.2,77.7,hybride
vehicle_6,2025-07-28T06:27:41.697421,84.89,1.09,5.31,63730,49.4,77.65,hybride
vehicle_6,2025-07-28T04:03:41.697421,86.93,1.3,5.15,63735,49.6,77.6,hybride
vehicle_6,2025-07-28T01:39:41.697421,89.82,1.17,5.47,63740,49.8,77.55,hybride
vehicle_6,2025-07-29T23:15:41.697421,91.51,1.17,6.11,63745,50.0,77.5,hybride
vehicle_6,2025-07-29T20:51:41.697421,91.13,1.16,5.35,63750,50.2,77.45,hybride
vehicle_6,2025-07-29T18:27:41.697421,84.12,1.11,6.1,63755,50.4,77.4,hybride
vehicle_6,2025-07-29T16:03:41.697421,86.67,1.18,5.24,63760,50.6,77.35,hybride
vehicle_6,2025-07-29T13:39:41.697421,90.91,1.42,5.69,63765,50.8,77.3,hybride
vehicle_6,2025-07-29T11:15:41.697421,90.11,1.2,5.68,63770,51.0,77.25,hybride
vehicle_6,2025-07-29T08:51:41.697421,87.8,1.43,5.41,63775,51.2,77.2,hybride
vehicle_6,2025-07-29T06:27:41.697421,86.36,1.29,6.0,63780,51.4,77.15,hybride
vehicle_6,2025-07-29T04:03:41.697421,87.61,1.19,5.44,63785,51.6,77.1,hybride
vehicle_6,2025-07-29T01:39:41.697421,90.15,1.32,5.28,63790,51.8,77.05,hybride
vehicle_6,2025-07-30T23:15:41.697421,88.53,1.31,5.95,63795,52.0,77.0,hybride
vehicle_6,2025-07-30T20:51:41.697421,89.68,1.09,5.77,63800,52.2,76.95,hybride
vehicle_6,2025-07-30T18:27:41.697421,88.9,1.24,5.78,63805,52.4,76.9,hybride
vehicle_6,2025-07-30T16:03:41.697421,85.95,1.3,5.96,63810,52.6,76.85,hybride
vehicle_6,2025-07-30T13:39:41.697421,91.16,1.39,5.19,63815,52.8,76.8,hybride
vehicle_6,2025-07-30T11:15:41.697421,90.54,1.15,5.2,63820,53.0,76.75,hybride
vehicle_6,2025-07-30T08:51:41.697421,92.72,1.4,5.81,63825,53.2,76.7,hybride
vehicle_6,2025-07-30T06:27:41.697421,89.71,1.11,6.1,63830,53.4,76.65,hybride
vehicle_6,2025-07-30T04:03:41.697421,86.34,1.26,5.86,63835,53.6,76.6,hybride
vehicle_6,2025-07-30T01:39:41.697421,92.92,1.32,5.31,63840,53.8,76.55,hybride
vehicle_6,2025-07-31T23:15:41.697421,92.09,1.14,6.16,63845,54.0,76.5,hybride
vehicle_6,2025-07-31T20:51:41.697421,93.35,1.45,6.16,63850,54.2,76.45,hybride
vehicle_6,2025-07-31T18:27:41.697421,88.26,1.32,6.15,63855,54.4,76.4,hybride
vehicle_6,2025-07-31T16:03:41.697421,88.18,1.25,6.12,63860,54.6,76.35,hybride
vehicle_6,2025-07-31T13:39:41.697421,92.91,1.17,6.08,63865,54.8,76.3,hybride
vehicle_6,2025-07-31T11:15:41.697421,86.96,1.09,5.98,63870,55.0,76.25,hybride
